StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q9,Q59,Q10,Q10_10_TEXT,Q11_1,Q61,Q63,Q64,Q65,Q68,Q69,Q66,Q67,Q12,Q15,Q16,Q57,Q17,Q18,Q70,Q19,Q20,Q21,Q22,Q23,Q26,Q27,Q28,Q71,Q72,Q73,Q74,Q29,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q75,Q75_11_TEXT,Q38,Q76,Q76_11_TEXT,Q39,Q40,Q41,Q42,Q43,Q49,Q49_7_TEXT,Q50,Q50_6_TEXT,Q51,Q52,Q53,Q77,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS
3/4/2023 10:46,3/4/2023 10:55,IP Address,100,504,TRUE,3/4/2023 10:55,R_2wTbZ31EHlrag8N,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),55 to 64 years,Ma?opolskie,Kraków (City),74 063 – 93 937,Pension or retirement,Catholicism,,9,,,,,Somewhat support,Neither support nor oppose,,,Neutral,Somewhat important,Somewhat important,Somewhat agree,Strongly Agree,Very hostile,Somewhat hostile,Somewhat favorable,Somewhat favorable,A lot,Negative,Very unfavorable,Very unfavorable,Some,Very Negative,Very unfavorable,Very unfavorable,A lot,Very Negative,Somewhat favorable,Neutral,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,504,,,,2710627d-21d6-c47d-0655-bb354037c1e5,,{Invalid Expression},,,,,,,,14302052,5jELziHn1wGPLZ5iLdiRVB,,,1,,,{Invalid Expression},497
3/4/2023 10:46,3/4/2023 10:55,IP Address,100,540,TRUE,3/4/2023 10:55,R_2VQifxjBfl4YEFO,anonymous,PL,I consent,Male,No,Secondary Education,Age 65 or older,Pomorskie,L?bork,57 188 –  74 062,Pension or retirement,Catholicism,,2,Somewhat support,Somewhat support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Very favorable,Very favorable,Some,Positive,Very favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat favorable,Very favorable,Some,Positive,Very favorable,Somewhat positive,Somewhat positive,Neutral,Very helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,540,,,,208245bb-a8de-dc45-e57e-78d5b541354f,,{Invalid Expression},,,,,,,,14302052,1ZgqhPdBR3Fl6MmWh7hLxn,,,1,,,{Invalid Expression},497
3/4/2023 10:50,3/4/2023 10:57,IP Address,100,462,TRUE,3/4/2023 10:57,R_RPlwYPH03MrUH4J,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),55 to 64 years,Wielkopolskie,Pozna?,93 938 +,Full-time or contract work in the private sector,Catholicism,,6,,,,,Somewhat support,Somewhat support,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Very peaceful,Very favorable,Very favorable,Some,Positive,Very favorable,Somewhat unfavorable,A lot,Neither Positive nor Negative,Very favorable,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Don’t know/Decline to answer,Never,No,Qual4159-0110-PolandStudy,PL,462,,,,c34f7c3d-abfe-b1ba-2ff8-6b412e9c72a2,,{Invalid Expression},,,,,,,,14302052,5u4x6iwwqz0vYOFEzxOVlV,,,1,,,{Invalid Expression},497
3/4/2023 10:42,3/4/2023 11:03,IP Address,100,1225,TRUE,3/4/2023 11:03,R_2QsuWgFqaD9zYo9,anonymous,PL,I consent,Male,No,Secondary Education,55 to 64 years,?ódzkie,?ód?,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,10,,,Don’t know/decline to answer,Neither support nor oppose,,,,,Very important,Very important,Very important,Strongly Agree,Strongly Agree,Very hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Very favorable,Neutral,A little,Neither Positive nor Negative,Very favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,1225,,,,43740a4b-3a5c-8fbe-9994-580f3bfd1523,,{Invalid Expression},,,,,,,,14302052,4DZxsouZ2n0CQg9g6UKIdg,,,1,,,{Invalid Expression},497
3/4/2023 10:48,3/4/2023 11:06,IP Address,100,1104,TRUE,3/4/2023 11:06,R_2tilBJ8U5vUxZI1,anonymous,PL,I consent,Male,No,Vocational School,55 to 64 years,Lubelskie,Bia?a Podlaska,43 340 – 57 187,Full-time or contract work in the private sector,Catholicism,,8,Somewhat support,Somewhat support,,,,,,,Very important,Very important,Very important,Somewhat agree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Very positive,Very favorable,Very favorable,A lot,Positive,Somewhat favorable,Neutral,A lot,Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,1104,,,,08b3c4ef-5cf3-9075-cac1-27a220ef13a9,,{Invalid Expression},,,,,,,,14302052,6XNIImlfMiu0XNm52JMlFE,,,1,,,{Invalid Expression},497
3/4/2023 10:58,3/4/2023 11:09,IP Address,100,659,TRUE,3/4/2023 11:09,R_10UDE3XS3Vc2tW8,anonymous,PL,I consent,Female,No,Vocational School,55 to 64 years,Wielkopolskie,Pozna?,0 – 43 339,Full-time or contract work in the private sector,Catholicism,,8,,,,,,,Strongly oppose,Strongly oppose,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat peaceful,Very hostile,Very unfavorable,Very unfavorable,A lot,Very Negative,Somewhat favorable,Very unfavorable,A little,Negative,Somewhat favorable,Very unfavorable,A lot,Very Negative,Very unfavorable,Somewhat negative,Neutral,Very negative,Very unhelpful,Very unhelpful ,The presence of American military forces has greatly worsened the government’s respect for human rights,No,,,No,,,No,,No,,No,No benefits,,No support for Polish democracy,,No preference,Neutral,Never,Maybe,Qual4159-0110-PolandStudy,PL,659,,,,8d41db3c-9a48-d92d-1cec-0d828aba4212,,{Invalid Expression},,,,,,,,14302052,0M6a2uzpylntoDFEySKXnD,,,1,,,{Invalid Expression},497
3/4/2023 11:01,3/4/2023 11:11,IP Address,100,624,TRUE,3/4/2023 11:11,R_abHrX8Ydpjcrm7L,anonymous,PL,I consent,Male,No,Secondary Education,Age 65 or older,Podlaskie,Bia?ystok (City),57 188 –  74 062,Pension or retirement,Agnostic/Atheist,,5,,,,,Strongly oppose,Strongly oppose,,,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Very hostile,Somewhat hostile,Neutral,Somewhat unfavorable,A lot,Negative,Neutral,Somewhat favorable,None,Positive,Neutral,Somewhat favorable,A little,Positive,Neutral,Somewhat negative,Neutral,Somewhat negative,Somewhat helpful,Very unhelpful ,The presence of American military forces has somewhat worsened the government’s respect for human rights,No,,,No,,,No,,No,,No,No benefits,,Don’t know / Decline to answer,,Don’t know/Decline to answer,Neutral,Never,Maybe,Qual4159-0110-PolandStudy,PL,624,,,,ca08bb22-0e4b-d530-ada7-1d27fe35be76,,{Invalid Expression},,,,,,,,14302052,7HzVUFWl0SX5dyHqgcBrLW,,,1,,,{Invalid Expression},497
3/4/2023 11:05,3/4/2023 11:12,IP Address,100,469,TRUE,3/4/2023 11:13,R_12hjiH4S7ggPXXU,anonymous,PL,I consent,Male,Yes,Secondary Education,55 to 64 years,Lubelskie,Kra?nik,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,2,,,,,,,Somewhat support,Neither support nor oppose,Very important,Very important,Somewhat important,Somewhat agree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat unfavorable,Some,Very Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,Yes,Somewhat reliant,Don’t know/Decline to answer,,Yes,Greater security from foreign threats,,No support for Polish democracy,,Longer than 3 years,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,469,,,,a99d18af-66f5-be11-37e9-85f4da280404,,{Invalid Expression},,,,,,,,14302052,6MwY6hUjnBLy8hwYE0aPip,,,1,,,{Invalid Expression},497
3/4/2023 11:06,3/4/2023 11:15,IP Address,100,545,TRUE,3/4/2023 11:15,R_SBLC58oaNEYKS4x,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,Lubelskie,?uków,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,6,,,Neither support nor oppose,Neither support nor oppose,,,,,Somewhat important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Neutral,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,Don’t know / Decline to answer,,1-3 years,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,545,,,,c04257e9-9edd-d0f8-0e1b-77fe1fe2e249,,{Invalid Expression},,,,,,,,14302052,112P5lOnlQrtAgZfElVy3Z,,,1,,,{Invalid Expression},497
3/4/2023 11:06,3/4/2023 11:21,IP Address,100,930,TRUE,3/4/2023 11:21,R_TbCEM12AYtjLHYR,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),Age 65 or older,Mazowieckie,Warszawa,93 938 +,Pension or retirement,Agnostic/Atheist,,3,Strongly support,Strongly support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Very hostile,Very peaceful,Somewhat favorable,Very favorable,A lot,Positive,Very favorable,Somewhat favorable,None,Neither Positive nor Negative,Very favorable,Very favorable,A little,Positive,Very favorable,Somewhat positive,Neutral,Neutral,Very helpful,Neutral,Neutral / No change,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,930,,,,65e095ae-6058-ab4d-981f-3412d8b95550,,{Invalid Expression},,,,,,,,14302052,58CP7c7vM3U812YO7owYIU,,,1,,,{Invalid Expression},497
3/4/2023 11:12,3/4/2023 11:21,IP Address,100,547,TRUE,3/4/2023 11:21,R_22JJyXg6m0EfXNQ,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),55 to 64 years,Podlaskie,Suwa?ki,93 938 +,Full-time or contract work in the private sector,Catholicism,,6,Somewhat support,Neither support nor oppose,,,,,,,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Don’t know/Decline to answer,Somewhat favorable,Some,Positive,Don’t know/Decline to answer,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,547,,,,8b5c2640-5c94-cfde-ff76-2ccba7a18aa0,,{Invalid Expression},,,,,,,,14302052,7z5SGUfy6b7cs8P84YgSCJ,,,1,,,{Invalid Expression},497
3/4/2023 11:17,3/4/2023 11:25,IP Address,100,519,TRUE,3/4/2023 11:25,R_sp7HkeK8OKkNGyB,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,Pomorskie,Tczew,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,5,,,Somewhat support,Somewhat support,,,,,Somewhat important,Somewhat important,Somewhat important,Somewhat agree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat favorable,A lot,Positive,Neutral,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,519,,,,34f89abc-5ab9-05ef-6a6e-3fcfbe77c4cf,,{Invalid Expression},,,,,,,,14302052,1YZKG2iXg2k3ym65k7AI6a,,,1,,,{Invalid Expression},497
3/4/2023 11:20,3/4/2023 11:27,IP Address,100,398,TRUE,3/4/2023 11:27,R_2xIUocAc1QIH2rm,anonymous,PL,I consent,Male,No,Secondary Education,55 to 64 years,Mazowieckie,Nowy Dwór Mazowiecki,93 938 +,Full-time or contract work in the private sector,Other,chrzesjanstwo,7,,,,,Strongly support,Strongly support,,,Somewhat important,Very important,Very important,Somewhat agree,Somewhat agree,Somewhat hostile,Neutral,Somewhat favorable,Somewhat favorable,A lot,Positive,Neutral,Neutral,A little,Neither Positive nor Negative,Neutral,Very unfavorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Neutral,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,Don’t know/Decline to answer,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,398,,,,e7e19432-e484-d6a5-b876-f994e3fe39c2,,{Invalid Expression},,,,,,,,14302052,5o34B0IfzM36Xr0QwSXXST,,,1,,,{Invalid Expression},497
3/4/2023 11:17,3/4/2023 11:27,IP Address,100,594,TRUE,3/4/2023 11:27,R_1Iz30SoS2L9OyHS,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,?l?skie,Cz?stochowa (CIty),43 340 – 57 187,Full-time or contract work in the private sector,Catholicism,,2,,,,,,,Somewhat support,Somewhat support,Very important,Very important,Very important,Somewhat agree,Somewhat disagree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat unfavorable,A lot,Very Negative,Somewhat favorable,Neutral,Some,Positive,Very favorable,Neutral,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,594,,,,7f9020e5-675b-8dd9-0c15-ff90c74e7839,,{Invalid Expression},,,,,,,,14302052,5n5YZthI5RxkxDKCYUYLGr,,,1,,,{Invalid Expression},497
3/4/2023 11:25,3/4/2023 11:32,IP Address,100,416,TRUE,3/4/2023 11:32,R_3Hjkhk9r2LQUia8,anonymous,PL,I consent,Male,Yes,Higher Education (Master’s degree or higher),55 to 64 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Catholicism,,10,Strongly support,Strongly support,,,,,,,Very important,Very important,Very important,Somewhat disagree,Strongly Agree,Very hostile,Very hostile,Very favorable,Very favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Very favorable,Somewhat unfavorable,Some,Negative,Very favorable,Very positive,Somewhat positive,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,416,,,,e5bd7719-da60-66d5-93bf-4fa34324df5a,,{Invalid Expression},,,,,,,,14302052,27P1FCDhruRlITp0Ylk0lf,,,1,,,{Invalid Expression},497
3/4/2023 11:31,3/4/2023 11:39,IP Address,100,474,TRUE,3/4/2023 11:39,R_2YDqbrKNIomBwnn,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),55 to 64 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Catholicism,,9,,,,,Somewhat support,Somewhat support,,,Very important,Very important,Very important,Somewhat agree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Very favorable,Some,Positive,Somewhat favorable,Neutral,Don’t know/Decline to answer,Negative,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,474,,,,e46e2928-4cd6-0db8-9a57-fe729d86c41a,,{Invalid Expression},,,,,,,,14302052,6FxoX2hwaHldzOozY6V0d3,,,1,,,{Invalid Expression},497
3/4/2023 11:35,3/4/2023 11:42,IP Address,100,436,TRUE,3/4/2023 11:42,R_tGycS4WrLWXCGGJ,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,?ódzkie,?ód?,93 938 +,Self-employed (non-agricultural),Other,nie,3,,,Strongly support,Strongly support,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Very favorable,Very favorable,A lot,Positive,Very favorable,Somewhat positive,Very positive,Neutral,Very helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,436,,,,ba2ab284-e478-732b-4d50-ee7e4500b180,,{Invalid Expression},,,,,,,,14302052,4ECx5clIXW24nHpHnLTbNW,,,1,,,{Invalid Expression},497
3/4/2023 11:41,3/4/2023 11:48,IP Address,100,415,TRUE,3/4/2023 11:48,R_RQwwQC6bvphXVCh,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),Age 65 or older,Warmi?sko-Mazurskie,Braniewo,74 063 – 93 937,Pension or retirement,Catholicism,,6,,,,,,,Somewhat oppose,Somewhat oppose,Very important,Very important,Very important,Somewhat disagree,Somewhat disagree,Very hostile,Somewhat peaceful,Very favorable,Somewhat favorable,A lot,Positive,Very favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat negative,Somewhat positive,Neutral,Very helpful,Very helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,415,,,,1ca1e412-eda6-a2ee-2616-3340faaae622,,{Invalid Expression},,,,,,,,14302052,6tMyDf7PhDu19t8fYOgyDb,,,1,,,{Invalid Expression},497
3/4/2023 11:40,3/4/2023 11:49,IP Address,100,516,TRUE,3/4/2023 11:49,R_12apphIidgslkbQ,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),55 to 64 years,?wi?tokrzyskie,W?oszczowa,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,7,Somewhat support,Somewhat support,,,,,,,Very important,Very important,Very important,Somewhat agree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Very favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat unfavorable,A little,Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,516,,,,97492edc-b895-b7a2-a0e8-5513e693234a,,{Invalid Expression},,,,,,,,14302052,2UpuZG66PLHc1XmpvdCIob,,,1,,,{Invalid Expression},497
3/4/2023 11:51,3/4/2023 12:00,IP Address,100,583,TRUE,3/4/2023 12:00,R_3fduQAk4spPMJt2,anonymous,PL,I consent,Female,Yes,Secondary Education,55 to 64 years,?l?skie,Wodzis?aw,57 188 –  74 062,Full-time or contract work in the government or public sector,Catholicism,,7,,,,,,,Strongly support,Strongly support,Very important,Very important,Very important,Somewhat agree,Strongly disagree,Somewhat hostile,Very peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat unfavorable,A lot,Negative,Very favorable,Neutral,Neutral,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,Yes,Had a different interaction that does not fit into these categories (please list here),pokazy nato,Don’t know/Decline to answer,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,583,,,,2fc862d4-9945-8198-72b5-3feda013e645,,{Invalid Expression},,,,,,,,14302052,13hHdygOFCCi2QEx4q0rlh,,,1,,,{Invalid Expression},497
3/4/2023 11:59,3/4/2023 12:03,IP Address,100,259,TRUE,3/4/2023 12:03,R_1IhMBgRLxTWkpCm,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),55 to 64 years,Warmi?sko-Mazurskie,Elbl?g (City),93 938 +,Full-time or contract work in the private sector,Catholicism,,6,,,Strongly support,Strongly support,,,,,Somewhat important,Very important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat favorable,Neutral,Don’t know/Decline to answer,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,Neutral / No change,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,259,,,,6a3ecb00-eb8a-1c7d-1e89-12375b915f53,,{Invalid Expression},,,,,,,,14302052,6vrIvIbXbEChahSYCo8mum,,,1,,,{Invalid Expression},497
3/4/2023 11:58,3/4/2023 12:04,IP Address,100,366,TRUE,3/4/2023 12:04,R_9H0y8XHV1EAqznP,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),55 to 64 years,Mazowieckie,Wo?omin,93 938 +,Full-time or contract work in the private sector,Catholicism,,1,,,,,Somewhat support,Somewhat oppose,,,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Very hostile,Somewhat hostile,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,366,,,,e654da9f-80e3-76a1-c668-fd0eb30235a3,,{Invalid Expression},,,,,,,,14302052,7z9NGXzsVydC4QpbKhsiAO,,,1,,,{Invalid Expression},497
3/4/2023 11:59,3/4/2023 12:11,IP Address,100,748,TRUE,3/4/2023 12:11,R_1i8VKqFtb0DvETu,anonymous,PL,I consent,Female,No,Secondary Education,Age 65 or older,Kujawsko-Pomorskie,Grudzi?dz (City),93 938 +,Pension or retirement,Agnostic/Atheist,,2,Strongly support,Somewhat support,,,,,,,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat peaceful,Very favorable,Somewhat favorable,Some,Very positive,Very favorable,Very unfavorable,Some,Neither Positive nor Negative,Very favorable,Somewhat favorable,Some,Positive,Very favorable,Somewhat positive,Neutral,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,748,,,,307c2332-957c-5b01-3920-c3d87f93df93,,{Invalid Expression},,,,,,,,14302052,5EZ8qUtKaSX2KbidJCtt4f,,,1,,,{Invalid Expression},497
3/4/2023 12:00,3/4/2023 12:12,IP Address,100,750,TRUE,3/4/2023 12:12,R_1kN3o5yyjwV0lD4,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,?l?skie,Zabrze,74 063 – 93 937,Pension or retirement,Catholicism,,10,,,Strongly support,Somewhat support,,,,,Very important,Very important,Very important,Strongly Agree,Strongly Agree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Very positive,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A lot,Negative,Very favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,Don’t know/Decline to answer,,,No,,Don’t know/Decline to answer,,No,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,750,,,,e30b1ec2-3bbc-a12d-406a-bc1ff2ed2b42,,{Invalid Expression},,,,,,,,14302052,0WVz2qQLiTvQO4GhRDWVdw,,,1,,,{Invalid Expression},497
3/4/2023 12:04,3/4/2023 12:13,IP Address,100,568,TRUE,3/4/2023 12:13,R_2EtayKrkm1wQmiP,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,?l?skie,Zawiercie,57 188 –  74 062,Pension or retirement,Catholicism,,4,,,,,,,Neither support nor oppose,Neither support nor oppose,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Neutral,A lot,Neither Positive nor Negative,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Neutral,Somewhat positive,Somewhat helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,568,,,,449b64d3-625a-240a-c2bb-d4da43afef42,,{Invalid Expression},,,,,,,,14302052,2RUVUBox0YeaXiBWuQG08u,,,1,,,{Invalid Expression},497
